countries
"https://www.expedia.com/All-Albania-Hotels.d2.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Algeria-Hotels.d3.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-American-Samoa-Hotels.d11399.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Angola-Hotels.d5.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Antigua-And-Barbuda-Hotels.d7.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Argentina-Hotels.d8.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Armenia-Hotels.d11398.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Aruba-Hotels.d9.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Australia-Hotels.d10.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Austria-Hotels.d11.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Azerbaijan-Hotels.d12.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Bahamas-Hotels.d13.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Bahrain-Hotels.d14.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Bangladesh-Hotels.d15.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Barbados-Hotels.d16.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Belarus-Hotels.d11401.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Belgium-Hotels.d17.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Belize-Hotels.d18.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Benin-Hotels.d19.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Bermuda-Hotels.d20.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Bhutan-Hotels.d11400.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Bolivia-Hotels.d21.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Bonaire-Hotels.d6143084.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Bosnia-And-Herzegovina-Hotels.d11414.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Botswana-Hotels.d22.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Brazil-Hotels.d23.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-British-Virgin-Islands-Hotels.d24.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Brunei-Hotels.d25.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Bulgaria-Hotels.d26.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Burkina-Faso-Hotels.d27.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Burundi-Hotels.d28.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Cambodia-Hotels.d29.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Cameroon-Hotels.d30.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Canada-Hotels.d31.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Cape-Verde-Hotels.d32.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Cayman-Islands-Hotels.d33.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Chad-Hotels.d35.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Chile-Hotels.d36.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-China-Hotels.d37.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Cocos-Islands-Hotels.d11708.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Colombia-Hotels.d38.Travel-Guide-City-All-Hotels"
"https://www.expedia.com/All-Comoros-Hotels.d39.Travel-Guide-City-All-Hotels"
